Acropora2085	K17597
Acropora8136	K04097
Acropora69326	K12815
Acropora3564	K10380
Acropora25658	K08817
Acropora3191	K07941
Acropora67531	K25743
Acropora17897	K05692
Acropora32093	K04598
Acropora10378	K02945
Acropora42472	K17566
Acropora20744	K07203
Acropora17596	K03676
Acropora18657	K23330
Acropora8099	K16780
Acropora17011	K10408
Acropora26359	K01379
Acropora24117	K06823
Acropora4192	K09207
Acropora8842	K22836
Acropora11293	K26159
Acropora12913	K24469
Acropora8077	K00559
Acropora35525	K05022
Acropora37556	K13207
Acropora41193	K14780
Acropora27870	K06669
Acropora63242	K24070
Acropora71862	K03596
Acropora56627	K01883
Acropora17806	K02358
Acropora94997	K04984
Acropora45650	K11971
Acropora3604	K19480
Acropora3623	K09866
Acropora54385	K04905
Acropora13369	K21971
Acropora39618	K01637
Acropora65992	K20526
Acropora23523	K07767
Acropora9534	K01537
Acropora13871	K24971
Acropora22599	K03108
Acropora34713	K19787
Acropora6249	K07513
Acropora618	K07874
Acropora26964	K06999
Acropora8811	K25700
Acropora35184	K17849
Acropora63214	K01164
Acropora20419	K10380
Acropora4559	K00693
Acropora2052	K16866
Acropora85222	K04141
Acropora70104	K01136
Acropora70403	K03555
Acropora60996	K07098
Acropora11280	K23951
Acropora35529	K01262
Acropora12968	K20285
Acropora40484	K03515
Acropora24297	K15303
Acropora592	K23909
Acropora5873	K03574
Acropora38401	K08511
Acropora51668	K00253
Acropora24305	K23380
Acropora659	K17261
Acropora15308	K17360
Acropora71737	K13612
Acropora2997	K17295
Acropora8300	K16686
Acropora31420	K10408
Acropora91500	K10395
Acropora9906	K19583
Acropora6426	K22071
Acropora31037	K23730
Acropora13127	K00106
Acropora17450	K16605
Acropora8701	K17943
Acropora10312	K04515
Acropora34063	K00471
Acropora10756	K26547
Acropora46120	K05662
Acropora60026	K11438
Acropora15920	K11266
Acropora27452	K14991
Acropora53680	K14963
Acropora13781	K17637
Acropora35481	K09522
Acropora33692	K10270
Acropora4151	K24469
Acropora8015	K08193
Acropora40095	K09485
Acropora7582	K09098
Acropora19368	K23844
Acropora2284	K07953
Acropora16665	K14572
Acropora37090	K04421
Acropora17228	K20800
Acropora5564	K23847
Acropora1191	K22182
Acropora32920	K12571
Acropora4978	K10950
Acropora24505	K00654
Acropora59488	K11577
Acropora340	K18245
Acropora65176	K02471
Acropora12995	K13984
Acropora12295	K10143
Acropora23182	K25858
Acropora29965	K14206
Acropora34897	K10394
Acropora451	K10418
Acropora13653	K22765
Acropora6368	K23285
Acropora22452	K14753
Acropora48725	K21767
Acropora5619	K11841
Acropora6175	K22985
Acropora8589	K04695
Acropora62627	K08632
Acropora4517	K04683
Acropora15869	K09089
Acropora14202	K12171
Acropora2527	K04632
Acropora9435	K20689
Acropora16866	K17341
Acropora81151	K00799
Acropora7901	K04593
Acropora18342	K01425
Acropora50425	K17926
Acropora88425	K16480
Acropora6208	K11153
Acropora9110	K00586
Acropora77983	K11214
Acropora19863	K26420
Acropora10690	K05701
Acropora80384	K19760
Acropora21382	K04711
Acropora5256	K11972
Acropora19356	K04371
Acropora532	K08341
Acropora74199	K10407
Acropora5758	K08554
Acropora30077	K05766
Acropora42164	K02324
Acropora9236	K21843
Acropora6186	K10407
Acropora10528	K03686
Acropora1531	K11964
Acropora19048	K09568
Acropora29611	K00218
Acropora82	K02991
Acropora9444	K00931
Acropora3979	K22754
Acropora23493	K03859
Acropora68752	K07198
Acropora28287	K02206
Acropora85756	K04461
Acropora25840	K01735
Acropora294	K00134
Acropora32146	K03327
Acropora70063	K07376
Acropora37254	K13412
Acropora28257	K22913
Acropora9613	K17936
Acropora51791	K04515
Acropora68018	K02325
Acropora20092	K24200
Acropora16133	K10349
Acropora2855	K03505
Acropora7275	K19601
Acropora7394	K26162
Acropora41755	K02155
Acropora66035	K00814
Acropora54677	K03233
Acropora40733	K08239
Acropora42073	K17341
Acropora26718	K04371
Acropora10128	K01135
Acropora82428	K12479
Acropora41	K05759
Acropora21473	K01376
Acropora40885	K24506
Acropora9325	K11838
Acropora46534	K00868
Acropora53318	K08670
Acropora12828	K05769
Acropora7403	K22376
Acropora7917	K19953
Acropora54369	K01514
Acropora67630	K15305
Acropora87751	K07901
Acropora1704	K07151
Acropora27252	K19907
Acropora25367	K05658
Acropora35788	K14457
Acropora23865	K05497
Acropora4091	K02358
Acropora1950	K02168
Acropora15467	K26678
Acropora27537	K06269
Acropora37898	K25553
Acropora6605	K17609
Acropora26885	K20368
Acropora5108	K02949
Acropora31467	K10732
Acropora20357	K05185
Acropora5909	K20317
Acropora64601	K24427
Acropora12412	K16669
Acropora42477	K10380
Acropora5246	K15105
Acropora13214	K10362
Acropora14496	K07752
Acropora16368	K11877
Acropora71662	K05665
Acropora51263	K17943
Acropora32371	K01955
Acropora11469	K05665
Acropora61680	K08635
Acropora58971	K03320
Acropora10434	K22074
Acropora7250	K14560
Acropora50609	K12035
Acropora13315	K01099
Acropora10497	K25476
Acropora2651	K19476
Acropora32559	K01915
Acropora23642	K02864
Acropora31179	K05181
Acropora11022	K12489
Acropora29289	K14772
Acropora79612	K08794
Acropora7012	K17972
Acropora4761	K00161
Acropora7163	K14963
Acropora67976	K11426
Acropora13720	K00058
Acropora42173	K05051
Acropora62155	K17509
Acropora10569	K01135
Acropora3672	K12385
Acropora4178	K00744
Acropora30643	K13142
Acropora12554	K02900
Acropora10616	K07410
Acropora43054	K02183
Acropora33113	K07565
Acropora8094	K15439
Acropora17413	K09627
Acropora42042	K05190
Acropora4814	K11644
Acropora55492	K04165
Acropora12951	K11141
Acropora19505	K10485
Acropora20889	K16609
Acropora49475	K11262
Acropora21626	K10380
Acropora56265	K11584
Acropora9469	K10807
Acropora36646	K04523
Acropora19403	K15259
Acropora64922	K01870
Acropora443	K20352
Acropora14624	K15297
Acropora9120	K23679
Acropora21545	K09662
Acropora8998	K11290
Acropora53242	K10572
Acropora86615	K01893
Acropora43236	K05349
Acropora2732	K10361
Acropora2689	K18468
Acropora17534	K10772
Acropora21042	K00699
Acropora60318	K01897
Acropora11847	K26421
Acropora22820	K22816
Acropora86954	K04739
Acropora543	K05637
Acropora39707	K06176
Acropora28783	K12611
Acropora89084	K08465
Acropora15808	K14859
Acropora4382	K10767
Acropora52908	K10599
Acropora7759	K10268
Acropora43534	K15032
Acropora26771	K10772
Acropora27727	K13130
Acropora46087	K00362
Acropora53590	K01415
Acropora26798	K04559
Acropora48788	K12376
Acropora47362	K17341
Acropora11186	K02925
Acropora44698	K01876
Acropora52135	K00031
Acropora42198	K24427
Acropora22748	K20820
Acropora16289	K01682
Acropora8349	K24399
Acropora11591	K04351
Acropora3946	K12442
Acropora46736	K16280
Acropora3690	K07197
Acropora38075	K01535
Acropora7245	K12862
Acropora12107	K25532
Acropora22795	K15710
Acropora55339	K01883
Acropora47699	K24759
Acropora6286	K19198
Acropora22456	K03188
Acropora70574	K03327
Acropora76252	K08857
Acropora22430	K11718
Acropora67377	K03372
Acropora52719	K03386
Acropora10635	K07277
Acropora22005	K18932
Acropora77271	K00128
Acropora73876	K08794
Acropora42017	K02999
Acropora18868	K06627
Acropora19752	K20162
Acropora62172	K07760
Acropora42111	K03037
Acropora18742	K08868
Acropora21225	K09848
Acropora12506	K17388
Acropora7511	K03902
Acropora93621	K15106
Acropora41965	K10627
Acropora30654	K13960
Acropora26333	K01398
Acropora62305	K05929
Acropora37633	K04711
Acropora91469	K08745
Acropora1270	K24361
Acropora5879	K20189
Acropora8289	K08764
Acropora11509	K06761
Acropora28906	K20828
Acropora21276	K21421
Acropora8821	K04967
Acropora8443	K04450
Acropora64105	K00463
Acropora29911	K11886
Acropora33874	K00264
Acropora11752	K20822
Acropora76810	K10408
Acropora73913	K04247
Acropora44616	K02375
Acropora3160	K17943
Acropora32042	K01719
Acropora45330	K00665
Acropora5454	K14789
Acropora46638	K07253
Acropora5407	K24205
Acropora30965	K11323
Acropora48502	K10900
Acropora16461	K18443
Acropora81923	K26273
Acropora36500	K04646
Acropora72987	K17341
Acropora66911	K10355
Acropora26141	K15103
Acropora93196	K10901
Acropora76363	K10408
Acropora1616	K23879
Acropora31932	K04946
Acropora6820	K23554
Acropora35971	K04382
Acropora35586	K06724
Acropora30249	K19951
Acropora91741	K10408
Acropora20695	K12171
Acropora67028	K17086
Acropora28833	K12836
Acropora10443	K01807
Acropora14887	K01679
Acropora517	K11275
Acropora35880	K07953
Acropora51612	K01077
Acropora61807	K21767
Acropora21408	K13210
Acropora37493	K03251
Acropora40652	K01379
Acropora79547	K10754
Acropora5765	K05955
Acropora22935	K13907
Acropora31082	K03900
Acropora42916	K10777
Acropora32242	K16506
Acropora78835	K08956
Acropora28856	K06002
Acropora18914	K06619
Acropora14748	K13137
Acropora33774	K26678
Acropora5348	K00789
Acropora3761	K07189
Acropora8816	K21121
Acropora91944	K01881
Acropora35453	K01425
Acropora60528	K17307
Acropora62196	K01478
Acropora57736	K05681
Acropora38763	K00182
Acropora63100	K10380
Acropora48116	K06558
Acropora69349	K05684
Acropora67179	K17341
Acropora15202	K12389
Acropora43302	K12823
Acropora17029	K17495
Acropora54684	K20346
Acropora87784	K00857
Acropora1809	K14025
Acropora71886	K25709
Acropora17343	K15015
Acropora33861	K01115
Acropora78409	K11843
Acropora20948	K08790
Acropora36807	K14611
Acropora733	K25449
Acropora57244	K05592
Acropora6767	K05687
Acropora17266	K00814
Acropora42790	K03320
Acropora6615	K07526
Acropora53147	K21804
Acropora39718	K05658
Acropora46284	K20196
Acropora44128	K00164
Acropora2848	K13176
Acropora29576	K01537
Acropora10577	K26678
Acropora41240	K04131
Acropora72003	K06642
Acropora25827	K13989
Acropora12461	K15119
Acropora57860	K19674
Acropora18207	K05360
Acropora52022	K13412
Acropora28798	K05681
Acropora22843	K01915
Acropora36388	K03103
Acropora48000	K03847
Acropora4251	K09560
Acropora10035	K08342
Acropora34801	K00665
Acropora17490	K02144
Acropora14393	K16297
Acropora86120	K08801
Acropora19432	K22990
Acropora84740	K16506
Acropora5001	K11149
Acropora9834	K19024
Acropora52475	K17807
Acropora76459	K02945
Acropora7732	K11667
Acropora5584	K14802
Acropora11800	K03900
Acropora43190	K04628
Acropora19385	K15716
Acropora37979	K00665
Acropora38477	K06184
Acropora15162	K03236
Acropora1184	K12475
Acropora57328	K01491
Acropora12358	K24195
Acropora36407	K04345
Acropora44485	K23490
Acropora3208	K12622
Acropora12661	K11831
Acropora37065	K12830
Acropora1567	K12893
Acropora3476	K07766
Acropora7537	K17083
Acropora28022	K25805
Acropora11782	K07874
Acropora21714	K10408
Acropora18459	K10296
Acropora3778	K03320
Acropora28571	K11090
Acropora70596	K01195
Acropora15986	K05093
Acropora9607	K19018
Acropora36329	K10808
Acropora19334	K08632
Acropora80514	K24469
Acropora41080	K17970
Acropora6896	K09232
Acropora19940	K24387
Acropora13981	K08596
Acropora30712	K14288
Acropora73898	K00285
Acropora975	K07375
Acropora8285	K09339
Acropora2941	K02936
Acropora48490	K03696
Acropora25736	K20003
Acropora11092	K10104
Acropora43113	K24938
Acropora6384	K20316
Acropora54928	K22791
Acropora24852	K02730
Acropora22218	K14442
Acropora9954	K07188
Acropora36776	K00958
Acropora20753	K14611
Acropora22	K13785
Acropora20290	K23949
Acropora7711	K01866
Acropora21525	K23091
Acropora76743	K08967
Acropora91020	K08592
Acropora7488	K02875
Acropora15185	K24038
Acropora40308	K24068
Acropora79232	K14572
Acropora18062	K03979
Acropora37701	K17341
Acropora19699	K02950
Acropora23965	K10905
Acropora70966	K10407
Acropora4727	K02693
Acropora14021	K01204
Acropora863	K20472
Acropora58209	K12443
Acropora52410	K08336
Acropora49531	K12867
Acropora5645	K11968
Acropora40139	K17087
Acropora61741	K01139
Acropora51903	K15120
Acropora47883	K05768
Acropora25918	K24631
Acropora54826	K14007
Acropora40846	K14821
Acropora62936	K18534
Acropora8029	K08462
Acropora13030	K04861
Acropora181	K02893
Acropora64936	K20877
Acropora51422	K12231
Acropora15916	K00318
Acropora25800	K13985
Acropora6152	K12598
Acropora26955	K16478
Acropora55659	K24014
Acropora64807	K13412
Acropora20700	K12834
Acropora16673	K14685
Acropora9878	K15015
Acropora6737	K22941
Acropora88088	K01872
Acropora66283	K01834
Acropora90707	K02324
Acropora69804	K11536
Acropora16856	K03841
Acropora23154	K24265
Acropora7796	K14328
Acropora16234	K11150
Acropora45719	K05284
Acropora1449	K00102
Acropora27141	K25129
Acropora50895	K03834
Acropora40974	K05691
Acropora5868	K00444
Acropora11172	K11182
Acropora26051	K00744
Acropora71201	K16747
Acropora24280	K07522
Acropora29130	K06674
Acropora62971	K12176
Acropora37153	K14662
Acropora1957	K09408
Acropora64929	K08341
Acropora59920	K08869
Acropora16307	K02259
Acropora85754	K24104
Acropora32926	K03248
Acropora43571	K09656
Acropora1871	K04393
Acropora70861	K22763
Acropora1222	K01187
Acropora83980	K19041
Acropora13311	K01507
Acropora9078	K00486
Acropora18302	K12343
Acropora49779	K00106
Acropora64326	K05695
Acropora7731	K17388
Acropora92016	K00128
Acropora27517	K20655
Acropora6735	K01469
Acropora11331	K04676
Acropora59	K17283
Acropora9986	K05305
Acropora87661	K11971
Acropora393	K08585
Acropora9528	K20222
Acropora69857	K01414
Acropora21936	K01756
Acropora1882	K01007
Acropora25845	K24633
Acropora14617	K01128
Acropora11851	K14294
Acropora34858	K03686
Acropora18190	K22754
Acropora87409	K04950
Acropora86121	K00079
Acropora34409	K10884
Acropora6298	K02891
Acropora32812	K15362
Acropora11700	K14537
Acropora64693	K07456
Acropora4813	K15008
Acropora36728	K14787
Acropora15927	K00232
Acropora23440	K04362
Acropora7091	K18204
Acropora20297	K12035
Acropora79219	K08794
Acropora50279	K16280
Acropora43060	K10956
Acropora16950	K04600
Acropora33007	K01029
Acropora23428	K21952
Acropora93691	K10478
Acropora13987	K17094
Acropora13324	K25081
Acropora14720	K26226
Acropora8017	K22754
Acropora83612	K11699
Acropora5850	K14684
Acropora9407	K04079
Acropora18600	K12171
Acropora6551	K13208
Acropora5612	K05750
Acropora62888	K02183
Acropora20839	K01025
Acropora72033	K14724
Acropora2716	K02154
Acropora30569	K20194
Acropora37522	K10454
Acropora54776	K12819
Acropora15474	K08857
Acropora14727	K12589
Acropora36464	K23330
Acropora34573	K25421
Acropora74832	K11577
Acropora21029	K24964
Acropora30357	K19525
Acropora58251	K08568
Acropora61209	K01365
Acropora14396	K08491
Acropora16009	K14406
Acropora1292	K23569
Acropora58278	K12813
Acropora3478	K02180
Acropora9258	K25112
Acropora80156	K01338
Acropora450	K02503
Acropora24753	K24155
Acropora4365	K15731
Acropora18672	K07422
Acropora73173	K10268
Acropora12764	K01845
Acropora13292	K11857
Acropora5821	K02942
Acropora36621	K19029
Acropora31441	K11793
Acropora59491	K08824
Acropora38411	K05665
Acropora51722	K06959
Acropora17686	K23215
Acropora65616	K14802
Acropora10226	K00486
Acropora18698	K06825
Acropora39861	K15015
Acropora13775	K04676
Acropora61413	K05313
Acropora22985	K11298
Acropora3025	K04459
Acropora22877	K23518
Acropora16195	K19525
Acropora53766	K10645
Acropora77052	K08857
Acropora10323	K05290
Acropora84919	K12403
Acropora825	K05755
Acropora983	K11130
Acropora4589	K01610
Acropora3494	K16794
Acropora48572	K05126
Acropora7955	K12160
Acropora29492	K20308
Acropora47334	K07497
Acropora8608	K17043
Acropora42276	K00703
Acropora36842	K02183
Acropora11432	K12850
Acropora5922	K05765
Acropora29645	K02881
Acropora24223	K16746
Acropora33689	K06947
Acropora18936	K04437
Acropora27840	K18398
Acropora77110	K12443
Acropora10451	K17495
Acropora4872	K03686
Acropora38726	K04373
Acropora28303	K00503
Acropora57509	K15015
Acropora32464	K01557
Acropora8185	K24793
Acropora9149	K13254
Acropora35436	K04638
Acropora87430	K10408
Acropora33344	K06694
Acropora78962	K25656
Acropora81729	K04780
Acropora52883	K06677
Acropora1370	K01897
Acropora83691	K05592
Acropora25087	K15202
Acropora5433	K09097
Acropora30540	K17499
Acropora14513	K05849
Acropora7912	K20193
Acropora86229	K17686
Acropora3758	K08202
Acropora53262	K10405
Acropora18343	K23115
Acropora7557	K03320
Acropora69255	K05312
Acropora59661	K18368
Acropora5371	K07432
Acropora10315	K03255
Acropora5766	K02971
Acropora25932	K24835
Acropora48076	K00889
Acropora31132	K13802
Acropora39076	K06630
Acropora12406	K10478
Acropora18950	K06560
Acropora43643	K09391
Acropora74958	K10281
Acropora12510	K01208
Acropora48853	K18121
Acropora7692	K01869
Acropora12585	K02929
Acropora61726	K00265
Acropora66408	K03267
Acropora39946	K08834
Acropora7827	K12831
Acropora78253	K04988
Acropora88596	K05312
Acropora77864	K00833
Acropora38121	K04984
Acropora15157	K22017
Acropora2927	K00031
Acropora16427	K20839
Acropora41358	K00323
Acropora23686	K19737
Acropora44169	K08228
Acropora29873	K01537
Acropora3242	K04441
Acropora2392	K07369
Acropora38484	K08017
Acropora6425	K17576
Acropora49902	K24427
Acropora21328	K11593
Acropora11340	K11885
Acropora45808	K13866
Acropora14214	K05794
Acropora149	K20526
Acropora72336	K26169
Acropora53678	K12021
Acropora2878	K06210
Acropora264	K04570
Acropora35289	K06269
Acropora57437	K01535
Acropora66728	K07497
Acropora21463	K03424
Acropora14233	K06834
Acropora41296	K12391
Acropora11751	K07071
Acropora22751	K10380
Acropora36148	K08486
Acropora64823	K08869
Acropora52370	K06020
Acropora8241	K01624
Acropora47189	K00471
Acropora41278	K16900
Acropora22085	K11092
Acropora19126	K13047
Acropora7060	K15043
Acropora45409	K13412
Acropora12624	K01062
Acropora49657	K06825
Acropora33232	K15013
Acropora12134	K03514
Acropora69850	K01179
Acropora10717	K12865
Acropora42458	K05665
Acropora29743	K04170
Acropora12205	K00939
Acropora18419	K10277
Acropora26566	K05658
Acropora25098	K14379
Acropora14906	K15186
Acropora33564	K00860
Acropora1509	K05614
Acropora18031	K08491
Acropora18666	K05858
Acropora285	K02266
Acropora9372	K06755
Acropora16930	K01921
Acropora2894	K02975
Acropora25441	K19398
Acropora40406	K15283
Acropora29066	K00381
Acropora1042	K09584
Acropora12559	K12845
Acropora10623	K02575
Acropora71793	K01676
Acropora10	K00522
Acropora9282	K04676
Acropora40853	K04267
Acropora86511	K07241
Acropora38165	K12618
Acropora27687	K16056
Acropora16762	K20285
Acropora1565	K09206
Acropora45917	K08801
Acropora16494	K15235
Acropora16984	K18932
Acropora32151	K19942
Acropora57304	K18274
Acropora48700	K17495
Acropora10931	K11847
Acropora911	K00461
Acropora59653	K05048
Acropora615	K15102
Acropora40554	K11508
Acropora71020	K10408
Acropora4507	K02979
Acropora91915	K00850
Acropora37553	K06972
Acropora41919	K05717
Acropora34185	K14963
Acropora52519	K04739
Acropora41604	K20028
Acropora7972	K25614
Acropora45869	K08857
Acropora68046	K00898
Acropora25626	K01889
Acropora37660	K12375
Acropora54970	K22686
Acropora12074	K11423
Acropora36285	K12035
Acropora23244	K06234
Acropora4953	K04661
Acropora57361	K12867
Acropora6928	K07941
Acropora19095	K25168
Acropora17175	K21396
Acropora52006	K19526
Acropora85324	K00665
Acropora7455	K11656
Acropora29812	K00767
Acropora213	K03234
Acropora5726	K19600
Acropora18272	K18081
Acropora21179	K16803
Acropora6005	K20792
Acropora1192	K01940
Acropora15991	K01836
Acropora5811	K15279
Acropora50503	K05681
Acropora32801	K04974
Acropora56908	K00799
Acropora55543	K04371
Acropora6834	K03258
Acropora52957	K24427
Acropora19444	K10380
Acropora7200	K15369
Acropora70217	K14137
Acropora6548	K02296
Acropora84016	K06841
Acropora74941	K17086
Acropora81550	K21993
Acropora30234	K03260
Acropora2675	K00415
